,대표코드,품명,품번,경면(전면),임가공처
1744,B40-571,Fond,14-90013-135,HM,
1745,A36-442,Fond,14-90013-135,CH,청림보드(인터플러스 경면)
1746,B45-501,Fond,14-90013-135,LE1,
1747,B45-500,Fond,14-90013-135,L,
1748,B3-499,Fond,14-90013-135,UK,
1749,U43,Fond,14-90013-135,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1750,A35-640,Fond,14-90013-135,SJ1,청림보드 (성지라미텍 경면)
1751,A1-639,Fond,14-90013-135,CT,목림
1752,A9-638,Fond,14-90013-135,CL,목림
1753,B64-727,Fond,14-90030-326,SC,
1754,B57-814,Keramik 54er 1300 mm,14-90038-119,AF,승은산업
1755,B64-757,Keramik 54er 1300 mm,14-90038-119,SC,
1756,B58-756,Keramik 54er 1300 mm,14-90038-119,TS,
1757,B46-755,Keramik 54er 1300 mm,14-90038-119,NS,
1758,B35-754,Keramik 54er 1300 mm,14-90038-119,SJ1,
1759,B37-753,Keramik 54er 1300 mm,14-90038-119,VS,
1760,B55-815,Keramik 54er 1300 mm,14-90038-119,MM,
1761,B63-629,Keramik 54er 1300 mm,14-90038-119,Tl,건창기업
1762,B50-627,Keramik 54er 1300 mm,14-90038-119,CS,건창기업
1763,B25-630,Keramik 54er 1300 mm,14-90038-119,J,
1764,A36-446,Keramik 54er 1300 mm,14-90038-119,CH,청림보드(인터플러스 경면)
1765,U60,Keramik 54er 1300 mm,14-90038-119,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1766,A7-619,Fond,14-90328-164,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1767,B59-563,Fond,14-90328-167,LV,건창기업
1768,A7-620,Fond,14-90328-167,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1769,B62-609,Fond,14-90328-220,AK,목림
1770,B37-764,Fond,14-90328-220,VS,
1771,B35-763,Fond,14-90328-220,SJ1,
1772,B46-762,Fond,14-90328-220,NS,
1773,A8-704,Fond,14-90328-220,FB,목림
1774,B50-233,Fond,14-90328-220,CS,건창기업
1775,B40-348,Fond,14-90328-220,HM,목림(유사 SM)
1776,U59,Fond,14-90328-220,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1777,K7-165,Borodino Ash,15-11057-022,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1778,A1-617,Grey Caspio CN,16-54366-100,CT,목림
1779,G50,Fond Grey GY II,16-90030-289,민자,
1780,B3-541,Palau Teak,24-24029-02,UK,
1781,B8-543,Twist,24-54056-01,FB,
1782,B40-542,Solino,24-54098-29,HM,
1783,HF2-52,Life Oak,25-10044-20(no.1),NM,
1784,HF2-54,Life Oak,25-10044-21(No.6),NM,
1785,HF2-53,Life Oak ,25-10044-22 (No.4),NM,
1786,HF2-51,Canyon Kalk Eiche Astlos,25-10153-11,NM,
1787,HF2-56,Canyon Kalk Eiche Astlos,25-10153-19,NM,메라톤
1788,B45-851,Santana Oak,25-10175-01(No.2),L,
1789,B3-740,Columbia Walnut,25-20387-01,UK,
1790,B7-739,Columbia Walnut,25-20387-01,민자,
1791,B45-741,Columbia Walnut,25-20387-01,L,
1792,C45-3,ORLANDO WALNUT,25-20409-01(No.3),L,
1793,C10-76,HS1000-42JB,25-54063-02(6번),DS,
1794,C37-147,Colosseo,25-54079-06(No.4),VS,
1795,C10-77,HS1000-27JB,25-54098-04(2번),DS,
1796,C10-128,Solino,25-54098-05(3번),DS,
1797,B37-860,Azual Aran,25-54113-01,VS,
1798,B35-833,Uptown,25-54138-03,VS,
1799,B35-832,Uptown,25-54138-03,SJ1,
1800,B37-824,Uptown,25-54138-07,VS,
1801,B35-826,Uptown,25-54138-07,SJ1,
1802,C37-145,Uptown,25-54138-13(No.2),VS,
1803,B37-823,Teramo,25-54145-01,VS,
1804,B37-831,Teramo,25-54145-02,VS,
1805,B35-830,Teramo,25-54145-02,SJ1,
1806,C37-146,Oceanside,25-54205-08(No.2),VS,
1807,C16-78,25-54219-05(n01),25-54219-05(n01),SM,
1808,C37-69,Atlantic Coast,25-54246-01,VS,
1809,C16-62,Cuscino,25-57105-02(No.3),SM,
1810,C34-109,GETARIA,25-57173-01 (No.1),TI,
1811,C16-103,25-HS crystal marble-01,25-HS crystal marble-01,SM,
1812,C16-102,25-HS stripe marble-01,25-HS stripe marble-01,SM,
1813,C16-79,25-세라믹-09(no.04),25-세라믹-09(no.04),SM,
1814,C3-159,Noce Solista,26-20017-01(No.1),UK,
1815,C3-158,Siam Teak,26-24008-01(No.3),UK,
1816,R35-676,Etrusco,4000307-08-000,SJ1,
1817,R40-376,Etrusco,4000307-08-000,HM,목림(유사 SM)
1818,R40-377,Atacama,4000430-01-000,HM,목림(유사 SM)
1819,HF5-45,Atacama,4000430-01-000,MB,제이에스폴리텍
1820,R40-378,Luna,4000442-03-000,HM,목림(유사 SM)
1821,R35-778,Luna,4000442-03-000,SJ1,
1822,Q39-921,Wood Ash,4000529-01-000,TK,목림(유사 J)
1823,HF4-35,Wood Ash,4000529-01-000,BF,
1824,Q3-920,Wood Ash,4000529-01-000,UK,목림
1825,Q40-917,Stone Dark,4000529-02-000,HM,목림(유사 SM)
1826,Q1-916,Stone Dark,4000529-02-000,CT,목림
1827,Q40-919,Stone Sand,4000529-03-000,HM,목림(유사 SM)
1828,Q1-918,Stone Sand,4000529-03-000,CT,목림
1829,Q39-915,Grande Oak,4000542-01-000,TK,목림(유사 J)
1830,HF4-34,Grande Oak,4000542-01-000,BF,
1831,Q3-914,Grande Oak,4000542-01-000,UK,목림
1832,HF4-36,Teak,4000555-01-000,BF,
1833,HF4-37,Light Ivory Oak ,4000556-01-000,BF,
1834,HF4-38,Lucas Walnut,4000568-01-000,BF,
1835,B46-102,Mercurio,54086-L201880,NS,건창기업
1836,B58-749,Unique Colors,60000-L230458,TS,
1837,B58-750,Unique Colors,60000-L230459,TS,
1838,B64-773,Unique Colors,60000-L230459,SC,
1839,B50-772,Unique Colors,60000-L230459,CS,건창기업
1840,B42-803,Unique Colors,60000-L230460,LE1,
1841,B58-752,Unique Colors,60000-L230461,TS,
1842,B37-834,Unique Colors,60000-L230867,VS,
1843,B37-835,Unique Colors,60000-L230869,VS,
1844,B37-836,Unique Colors,60000-L230872,VS,
1845,A37-377,Solino,6000423-00-000,VS,청림보드(인터플러스 경면)
1846,B40-171,Solino,6000423-00-000,HM,목림(유사 SM)
1847,B10-170,Solino,6000423-00-000,DS,목림
1848,A37-390,Solino,6000429-00-000,VS,청림보드(인터플러스 경면)
1849,HF2-48,Life Oak Long,6000644-00-000,NM,
1850,HF2-49,Canyon Kalk Long,6000645-00-000,NM,
1851,HF2-47,Life Oak Long,6000646-00-000,NM,
1852,U7-60,BP032,BP032,민자,
1853,S36,CH 경면,CH 경면,CH,청림보드(인터플러스 경면)
1854,S9,CL 경면,CL 경면,CL,목림
1855,S1,CT 경면,CT 경면,CT,목림
1856,B16-85,Black,DP/KCC/Black,SM,"승은산업,건창기업(유사 HM)"
1857,B16-84,White,DP/KCC/White,SM,"승은산업,건창기업(유사 HM)"
1858,DW-01,DW-01,DW-01,016M　,
1859,DW-02,DW-02,DW-02,016M　,
1860,DW-03,DW-03,DW-03,016M,
1861,B40-295,H,H,HM,목림(유사 SM)
1862,C16-50,HS 670 SG ,HS 670 SG ,SM,
1863,B31-628,HS0868LS,HS0868LS,F,
1864,C16-113,HS1294JB,HS1294JB,SM,
1865,C16-114,HS1295JB,HS1295JB,SM,
1866,B37-289,HSS005,HSS005,VS,청림보드(인터플러스 경면)
1867,B1-290,HSS005,HSS005,CT,목림
1868,B7-246,HSS007,HSS007,민자,
1869,B7-247,HSS015,HSS015,민자,
1870,B1-286,HSS022,HSS022,CT,목림
1871,B37-285,HSS022,HSS022,VS,청림보드(인터플러스 경면)
1872,B37-287,HSS027,HSS027,VS,청림보드(인터플러스 경면)
1873,B1-288,HSS027,HSS027,CT,목림
1874,B1-165,HSS033,HSS033,CT,목림
1875,B16-152,HSS048,HSS048,SM,"승은산업,건창기업(유사 HM)"
1876,B37-151,HSS048,HSS048,VS,청림보드(인터플러스 경면)
1877,B16-104,ICC L-7003Z,ICC L-7003Z,SM,"승은산업,건창기업(유사 HM)"
1878,B1-103,ICC L-7003Z,ICC L-7003Z,CT,목림
1879,B16-106,ICC L-7999,ICC L-7999,SM,"승은산업,건창기업(유사 HM)"
1880,B1-105,ICC L-7999,ICC L-7999,CT,목림
1881,S31-241,White,KD0007U,F,건창기업
1882,S25-242,White,KD0007U,J,건창기업(유사 TK)
1883,S16-240,White,KD0007U,SM,"승은산업,건창기업(유사 HM)"
1884,S35-243,White,KD0007U,SJ1,청림보드 (성지라미텍 경면)
1885,S1-239,White,KD0007U,CT,목림
1886,S3-238,White,KD0007U,UK,목림
1887,T40-570,White,KD0012D,HM,
1888,S26-98,White,KD0012D,T,건창기업
1889,S11-113,White,KD0012D,PM,"목림, 건창기업"
1890,U44,White,KD0012D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1891,S11-107,White,KD0018U,PM,"목림, 건창기업"
1892,U45,White,KD0018U(100g),민자,"목림,승은산업,건창기업,제이제이 데코 등"
1893,U3-96,White,KD0018U(100g),UK,
1894,B45-620,White,KD0018U(100g) ,L ,
1895,S11-103,White,KD0020U,PM,"목림, 건창기업"
1896,S35-473,White,KD0021U,SJ1,청림보드 (성지라미텍 경면)
1897,S1-199,White,KD0021U,CT,목림
1898,S11-108,White,KD0021U,PM,"목림, 건창기업"
1899,AT-882,White,KD0027U,G+ 도장 (soft touch),크라텍
1900,S42-865,White,KD0027U,LE1,프린테크
1901,S26-95,White,KD0027U,T,건창기업
1902,S37-746,White,KD0027U,VS,청림보드(인터플러스 경면)
1903,T45-321,White,KD0027U,L,건창기업
1904,S36-671,White,KD0027U,CH,청림보드(인터플러스 경면) 
1905,U1,White,KD0027U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1906,S11-104,White,KD0027U,PM,"목림, 건창기업"
1907,S35-902,White,KD0027U,SJ1,청림보드 (성지라미텍 경면)
1908,U16-127,White,KD0027U,SM,
1909,S42-908,White,KD0028D,LE1,프린테크
1910,AT-877,White,KD0028D,G+ 도장 (soft touch),크라텍
1911,S11-281,White,KD0028D,PM,"목림, 건창기업"
1912,S1-760,White,KD0028D,CT,목림
1913,U2,White,KD0028D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1914,S37-770,White,KD0028D,VS,청림보드(인터플러스 경면)
1915,T50-252,White,KD0028D,CS,건창기업
1916,S36-672,White,KD0028D,CH,청림보드(인터플러스 경면) 
1917,S35-899,White,KD0028D,SJ1,청림보드 (성지라미텍 경면)
1918,T64-691,White,KD0028U,SC,
1919,B40-299,White,KD0028U,HM,목림(유사 SM)
1920,S11-99,White,KD0028U,PM,"목림, 건창기업"
1921,S1-759,White,KD0032D,CT,목림
1922,S11-102,White,KD0032D,PM,"목림, 건창기업"
1923,S26-94,White,KD0032D,T,건창기업
1924,S37-747,White,KD0032D,VS,청림보드(인터플러스 경면)
1925,T4-306,White,KD0032D,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1926,T40-226,White,KD0032D,HM,목림(유사 SM)
1927,U3,B/P White,KD0032D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1928,S42-890,White,KD0032D,LE1,프린테크
1929,S11-105,White,KD0033U,PM,"목림, 건창기업"
1930,U4,White,KD0033U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1931,S36-661,White,KD0033U,CH,청림보드(인터플러스 경면)
1932,T16-517,White,KD0033U,SM,
1933,T46-522,White,KD0043U,NS,
1934,T64-702,White,KD0043U,SC,
1935,S26-96,White,KD0043U,T,건창기업
1936,S37-748,White,KD0043U,VS,청림보드(인터플러스 경면)
1937,S11-109,White,KD0043U,PM,"목림, 건창기업"
1938,S1-200,White,KD0043U,CT,목림
1939,S35-474,White,KD0043U,SJ1,청림보드 (성지라미텍 경면)
1940,U5,White,KD0043U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1941,T45-322,White,KD0043U,L,건창기업
1942,S7-279,White,KD0043U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1943,S36-636,White,KD0043U,CH,청림보드(인터플러스 경면)
1944,T16-518,White,KD0043U,SM,
1945,S42-891,White,KD0043U,LE1,프린테크
1946,S9-625,White,KD0043U,CL,목림
1947,S11-282,White,KD0053D,PM,"목림, 건창기업"
1948,B45-619,White,KD0053D,L,
1949,S16-837,White,KD0053D,SM,"승은산업,건창기업(유사 HM)"
1950,S8-630,White,KD0053D,FB,목림
1951,S36-637,White,KD0053D,CH,청림보드(인터플러스 경면)
1952,U6,White,KD0053D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1953,S11-283,White,KD0066U,PM,"목림, 건창기업"
1954,U7,White,KD0066U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1955,S7-300,White,KD0066U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1956,S35-287,White,KD0066U,SJ1,청림보드 (성지라미텍 경면)
1957,S40-627,White,KD0102D,HM,목림(유사 SM)
1958,U46,Beige,KD1014D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1959,U59-83,Beige,KD1016U,LV,
1960,T1-523,Beige,KD1016U,CT,목림
1961,AT-878,Beige,KD1016U,G+ 도장 (soft touch),크라텍
1962,S9-743,Beige,KD1016U,CL,목림
1963,S42-866,Beige,KD1016U,LE1,프린테크
1964,T32-359,Beige,KD1016U,S,건창기업
1965,T50-392,Beige,KD1016U,CS,건창기업
1966,U8,Beige,KD1016U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1967,S11-106,Beige,KD1016U,PM,"목림, 건창기업"
1968,S37-905,Beige,KD1016U,VS,청림보드(인터플러스 경면)
1969,S35-900,Beige,KD1016U,SJ1,청림보드 (성지라미텍 경면)
1970,S40-643,Beige,KD1016U,HM,목림(유사 SM)
1971,S37-755,Grey,KD5001D,VS,청림보드(인터플러스 경면)
1972,S11-285,Grey,KD5001D,PM,"목림, 건창기업"
1973,S1-592,Grey,KD5001D,CT,목림
1974,S8-486,Grey,KD5001D,FB,목림
1975,U9,Grey,KD5001D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1976,S40-756,Grey,KD5001D,HM,목림(유사 SM)
1977,S9-626,Grey,KD5001D,CL,목림
1978,U3-80,Grey,KD5002D,UK,
1979,S35-288,Grey,KD5002D,SJ1,청림보드 (성지라미텍 경면)
1980,S37-763,Grey,KD5002D,VS,청림보드(인터플러스 경면)
1981,S7-298,Grey,KD5002D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1982,S1-832,Grey,KD5002D,CT,목림
1983,T40-227,Grey,KD5002D,HM,목림(유사 SM)
1984,S8-485,Grey,KD5002D,FB,목림
1985,U10,Grey,KD5002D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1986,T50-253,Grey,KD5002D,CS,건창기업
1987,T40-228,Grey,KD5002D,LE1,프린테크
1988,T46-759,Grey,KD5005D,NS,
1989,T37-761,Grey,KD5005D,VS,
1990,T35-760,Grey,KD5005D,SJ1,
1991,U64-4,Grey,KD5005D,SC,
1992,T16-495,Grey,KD5005D,SM,
1993,T56-492,Grey,KD5005D,DP,승은산업
1994,T42-482,Grey,KD5005D,LE1,
1995,U47,Grey,KD5005D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1996,U59-82,Grey,KD5008U,LV,
1997,S8-484,Grey,KD5008U,FB,목림
1998,S11-100,Grey,KD5008U,PM,"목림, 건창기업"
1999,S37-764,Grey,KD5008U,VS,청림보드(인터플러스 경면)
2000,S1-558,Grey,KD5008U,CT,목림
2001,T61-568,Grey,KD5008U,CM,목림
2002,AT-883,Grey,KD5008U,G+ 도장 (soft touch),크라텍
2003,S42-864,Grey,KD5008U,LE1,프린테크
2004,S26-93,Grey,KD5008U,T,건창기업
2005,S7-297,Grey,KD5008U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2006,S40-767,Grey,KD5008U,HM,목림(유사 SM)
2007,U11,Grey,KD5008U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2008,T64-682,Grey,KD5008U,SC,
2009,B46-317,Grey,KD5008U,NS,건창기업
2010,T50-254,Grey,KD5008U,CS,건창기업
2011,S36-557,Grey,KD5008U,CH,청림보드(인터플러스 경면) 
2012,S35-290,Grey,KD5008U,SJ1,청림보드 (성지라미텍 경면)
2013,T45-498,Grey,KD5008U,L,
2014,T3-497,Grey,KD5008U,UK,
2015,T58-436,Grey,KD5008U,TS,
2016,T44-86,Grey,KD5008U,목림273,목림
2017,B7-60,Grey,KD5008U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2018,S9-624,Grey,KD5008U,CL,목림
2019,S42-910,Grey,KD5010U,LE1,프린테크
2020,S31-761,Grey,KD5010U,F,건창기업
2021,T44-856,Grey,KD5010U,목림273,
2022,T56-855,Grey,KD5010U,DP,승은산업
2023,S16-758,Grey,KD5010U,SM,"승은산업,건창기업(유사 HM)"
2024,T61-569,Grey,KD5010U,CM,목림
2025,T58-917,Grey,KD5010U,TS,
2026,AT-880,Grey,KD5010U,G+ 도장 (soft touch),크라텍
2027,S1-201,Grey,KD5010U,CT,목림
2028,T64-683,Grey,KD5010U,SC,
2029,T50-259,Grey,KD5010U,CS,건창기업
2030,S9-598,Grey,KD5010U,CL,목림
2031,U12,Grey,KD5010U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2032,S7-280,Grey,KD5010U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2033,T3-238,Grey,KD5010U,UK,목림
2034,T4-305,Grey,KD5010U,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
2035,S35-289,Grey,KD5010U,SJ1,청림보드 (성지라미텍 경면)
2036,S11-101,Grey,KD5010U,PM,"목림, 건창기업"
2037,S37-499,Grey,KD5010U,VS,청림보드(인터플러스 경면)
2038,U34-132,Grey,KD5010U,TI,
2039,S8-631,Grey,KD5010U,FB,목림
2040,AU-33,Grey,KD5010U(후면 소프트엠보),G+ 도장 (soft touch),크라텍
2041,T45-423,Grey,KD5014D,L,건창기업
2042,T44-582,Grey,KD5014D,목림273,
2043,U58-6,Grey,KD5014D,TS,
2044,S16-563,Grey,KD5014D,SM,"승은산업,건창기업(유사 HM)"
2045,T59-572,Grey,KD5014D,LV,
2046,S11-552,Grey,KD5014D,PM,"목림, 건창기업"
2047,AT-784,Grey,KD5014D,G+ 도장 (soft touch),크라텍
2048,AC-779,Grey,KD5014D,M2 도장 (easy coating),크라텍
2049,T4-838,Grey,KD5014D,소프트엠보,
2050,T40-574,Grey,KD5014D,HM,
2051,T64-684,Grey,KD5014D,SC,
2052,T50-264,Grey,KD5014D,CS,건창기업
2053,B7-61,Grey,KD5014D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2054,T32-358,Gray,KD5014D,S,건창기업
2055,S37-500,Grey,KD5014D,VS,청림보드(인터플러스 경면)
2056,U13,Grey,KD5014D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2057,T3-239,Grey,KD5014D,UK,목림
2058,S35-291,Grey,KD5014D,SJ1,청림보드 (성지라미텍 경면)
2059,S1-665,Grey,KD5014D,CT,목림
2060,S42-894,Grey,KD5014D,LE1,프린테크
2061,U34-133,Grey,KD5014D,TI,
2062,S9-623,Grey,KD5014D,CL,목림
2063,S8-632,Grey,KD5014D,FB,목림
2064,B44-87,Grey,KD5014D(중복),목림273,목림
2065,T44-658,Grey,KD5016U,목림273,
2066,T25-657,Grey,KD5016U,J,
2067,T45-656,Grey,KD5016U,L,
2068,T3-655,Grey,KD5016U,UK,
2069,T39-654,Grey,KD5016U,TK,
2070,T24-653,Grey,KD5016U,QT,
2071,T8-801,Grey,KD5016U,FB,
2072,T35-766,Grey,KD5016U,SJ1,
2073,T46-765,Grey,KD5016U,NS,
2074,T7-647,Grey,KD5016U,민자,
2075,T56-491,Grey,KD5016U,DP,승은산업
2076,T42-483,Grey,KD5016U,LE1,
2077,U61,Grey,KD5016U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2078,U58-150,Grey,KD5016U,TS,
2079,U64-75,Grey,KD5016U,SC,
2080,T37-476,Grey,KD5016U,VS,
2081,S11-110,Grey,KD5018U,PM,"목림, 건창기업"
2082,S26-142,Black,KD5021U,T,건창기업
2083,T40-435,Black,KD5021U,HM,목림(유사 SM)
2084,S11-111,Black,KD5021U,PM,"목림, 건창기업"
2085,S35-292,Black,KD5021U,SJ1,청림보드 (성지라미텍 경면)
2086,S7-299,Black,KD5021U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2087,U14,Black,KD5021U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2088,B36-36,Black,KD5021U,CH,청림보드(인터플러스 경면) 
2089,S9-628,Black,KD5021U,CL,목림
2090,S37-438,Black,KD5021U,VS,청림보드(인터플러스 경면)
2091,U16-139,Black,KD5021U,SM,
2092,B1-35,Black,KD5021U,CT,목림
2093,S1-839,Grey,KD5023D,CT,목림
2094,T37-461,Grey,KD5023D,VS,
2095,S40-646,Grey,KD5023D,HM,목림(유사 SM)
2096,U15,Grey,KD5023D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2097,B62-594,Grey,KD5023D,AK,목림
2098,T9-58,Grey,KD5023D,CL,목림
2099,U56-92,Brown,KD5023D,DP,
2100,U7-17,Grey,KD5040U,민자,
2101,T3-511,KDW-2167,KDW-2167,UK,
2102,B42-248,KG-H-1131,KG-H-1131,LE1,프린테크
2103,B16-796,MS501,MS501,SM,
2104,B7-795,MS501,MS501,민자,
2105,B9-241,MS517,MS517,CL,목림
2106,B64-728,MS518(유신물산),MS518(유신물산),SC,
2107,B9-242,MS527,MS527,CL,목림
2108,B64-726,MS532(유신물산),MS532(유신물산),SC,
2109,B1-121,Grey,N105,CT,목림
2110,A9-171,N144,N144,CL,목림
2111,B64-915,N239,N239,SC,
2112,B42-707,N241,N241,LE1,
2113,B64-729,N241(효산),N241(효산),SC,
2114,B40-573,N243,N243,LE1,프린테크
2115,B42-704,N244,N244,LE1,
2116,B42-705,N246,N246,LE1,
2117,C58-156,N250,N250,TS,
2118,B42-706,N252,N252,LE1,
2119,C7-16,PTA469,PTA469,민자,
2120,B37-5,S833(효산품번),S833,VS,청림보드(인터플러스 경면)
2121,HF4-41,SA18,SA18,BF,
2122,R37-386,Granitello,SA32,VS,청림보드(인터플러스 경면)
2123,R3-387,Walnut,SA34,UK,
2124,HF4-39,SA5,SA5,BF,
2125,HF4-40,SA9,SA9,BF,
2126,S35,SJ1 경면,SJ1 경면,SJ1,청림보드 (성지라미텍 경면)
2127,B37-579,SM1023S,SM1023S,VS,
2128,B42-249,SM1024M,SM1024M,LE1,프린테크
2129,B37-580,SM1025T,SM1025T,VS,
2130,B9-250,SM1153X,SM1153X,CL,목림
2131,B58-424,SM1153X,SM1153X,TS,건창기업
2132,S37,VS 경면,VS 경면,VS,청림보드(인터플러스 경면)
2133,T64-701,White,XH1004D,SC,
2134,T44-798,White,XH1004D,목림273,
2135,T42-625,White,XH1004D,LE1,
2136,T16-870,White,XH1004D,SM,
2137,U16,White,XH1004D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2138,B62-595,White,XH1004D,AK,목림
2139,S11-286,White,XH1004D,PM,"목림, 건창기업"
2140,S37-906,White,XH1004D,VS,청림보드(인터플러스 경면)
2141,S9-897,White,XH1004D,CL,목림
2142,B31-221,Grey,XH5013D,F,건창기업
2143,T26-235,Grey,XH5013D,T,건창기업
2144,S42-863,Grey,XH5013D,LE1,프린테크
2145,T64-685,Grey,XH5013D,SC,
2146,T50-260,Grey,XH5013D,CS,건창기업
2147,T45-422,Grey,XH5013D,L,건창기업
2148,B46-222,Grey,XH5013D,NS,건창기업
2149,S1-593,Grey,XH5013D,CT,목림
2150,B44-220,Grey,XH5013D,목림273,목림
2151,S40-928,Grey,XH5013D,HM,목림(유사 SM)
2152,S37-911,Grey,XH5013D,VS,청림보드(인터플러스 경면)
2153,U17,Grey,XH5013D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2154,S35-607,Grey,XH5013D,SJ1,청림보드 (성지라미텍 경면)
2155,T10-2,Grey,XH5013D,DS,목림
2156,S9-609,Grey,XH5013D,CL,목림
2157,S8-600,Grey,XH5013D,FB,목림
2158,U59-129,Grey,XH5013D,LV,
2159,S11-284,Grey,XH5013D,PM,"목림, 건창기업"
2160,S37-765,Grey,XH5015U,VS,청림보드(인터플러스 경면)
2161,S16-838,Grey,XH5015U,SM,"승은산업,건창기업(유사 HM)"
2162,S1-833,Grey,XH5015U,CT,목림
2163,T42-802,Grey,XH5015U,LE1,
2164,T8-800,Grey,XH5015U,FB,
2165,T44-797,Grey,XH5015U,목림273,
2166,S35-692,Grey,XH5015U,SJ1,청림보드 (성지라미텍 경면)
2167,T50-255,Grey,XH5015U,CS,건창기업
2168,U18,Grey,XH5015U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
2169,S9-667,Grey,XH5015U,CL,목림
2170,T3-480,Grey,XH5015U,UK,
2171,T45-481,Grey,XH5015U,L,
2172,B40-296,별,별,HM,목림(유사 SM)
2173,A1-66,양면누적지,양면누적지,CT,목림
2174,B37-330,클린터치 시나몬,클린터치 시나몬,VS,청림보드(인터플러스 경면)
2175,B37-329,클린터치 초코,클린터치 초코,VS,청림보드(인터플러스 경면)
2176,B37-328,프린테크 다크 초코,프린테크 다크 초코,VS,청림보드(인터플러스 경면)
